coherence,requires_running_space,friendly_with_children,friendly_with_other_pets,is_calm,is_energetic,inconsistencies,PetID
high,1,1,1,0,1.0,,a804fded8
medium,1,0,1,0,1.0,Age stated as 1 month but description says 19 days old.,7f5233804
high,1,0,0,0,1.0,No specific inconsistencies found.,43b6e3f2a
high,1,1,1,0,1.0,,11a3fb06e
high,1,0,0,0,1.0,No inconsistencies found.,9d8f22942
high,1,1,1,0,1.0,,393b4d104
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,23baf0395
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,4158fbb67
high,1,1,1,0,1.0,,8d0b0238c
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,305524cba
high,1,1,1,0,1.0,,39e0f5513
high,1,1,1,0,1.0,None,fc19f9c36
medium,1,0,0,1,1.0,Age and breed not specified in tabular data,4546c89b3
high,1,0,0,1,1.0,No inconsistencies found.,3c59aa98d
low,1,0,0,0,1.0,Pet described as a dog but has human-like behavior and language.,6b574c312
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,656c5e0ff
medium,1,1,1,0,1.0,Age not specified in description,0d4750032
high,1,0,0,0,1.0,,888116751
high,1,1,1,0,1.0,,81573a25f
medium,1,1,1,0,1.0,Color mismatch in description and data,47aacf137
high,1,1,1,0,1.0,No inconsistencies found.,2857efde3
high,1,1,1,0,1.0,,a6af385f0
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,983160271
high,1,1,1,0,1.0,,b7006ed96
medium,1,1,1,0,1.0,Vaccination status not mentioned in tabular data,74d40e344
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,588ac0ef1
medium,1,0,0,0,1.0,Health status not mentioned in tabular data,97fe7f730
medium,1,0,0,0,1.0,Pet not vaccinated or sterilized as per description,594c46c16
medium,0,0,0,1,0.0,Vaccination status not mentioned in description.,3f1b7bea6
high,1,0,0,0,1.0,,871a00e21
medium,1,0,0,0,1.0,Age and maturity size not consistent with structured data,0ac2e7d16
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,851c46a9c
high,0,1,1,1,0.0,,36ed4f417
high,1,0,0,0,1.0,No inconsistencies found.,e65ac2a2e
medium,1,1,1,0,1.0,Vaccination and deworming status unclear,24737dbd5
high,1,1,1,0,1.0,,21a1b528f
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,0f258665b
high,1,1,1,0,1.0,,3d011c364
high,1,1,1,0,1.0,,51572cdd3
high,1,1,1,0,1.0,,5e27bdcde
high,1,1,1,0,1.0,No inconsistencies found.,591fa7c31
high,1,0,0,1,0.0,,f729f19c5
high,1,0,0,0,1.0,No inconsistencies found.,6a1240a5d
medium,1,0,0,0,1.0,Age mismatch,f0ebfa37d
medium,1,1,1,0,1.0,Pet' s age and behavior not mentioned in description.,aa4b23487
high,1,0,1,0,1.0,No inconsistencies found.,ab519bf92
medium,1,0,0,0,1.0,Pet' s health status not vaccinated or dewormed,01a985b44
medium,1,1,1,1,0.0,Vaccination status unclear,9d6c6055b
medium,1,0,0,0,1.0,Pet not vaccinated or sterilized as per description,8f860b014
medium,1,0,0,0,1.0,Pet profile is for mixed breed dogs; description mentions only one breed.,e15b26ed8
medium,1,0,0,0,1.0,No secondary breed specified,a93eb0d6f
high,1,0,0,0,1.0,,47ad7a82a
high,1,0,0,0,1.0,,ab293b191
medium,1,0,0,0,1.0,Apartment size and pet' s needs not mentioned,3712c63fd
high,1,1,0,1,0.0,,3e6fa700b
high,1,0,0,0,1.0,,078fb1715
high,1,1,1,0,1.0,No inconsistencies found.,11757c072
medium,1,0,0,0,1.0,Pet is not sterilized as per tabular data.,5c716a537
high,1,1,1,0,1.0,,baf60f1bb
high,1,1,1,0,1.0,,b1c66fa13
high,1,1,1,0,1.0,,9162433d5
high,1,0,0,0,1.0,,caaf719c3
medium,1,0,0,0,1.0,Neutering deposit refund condition not mentioned in description,5da236a17
high,1,0,1,0,1.0,,026c5716f
medium,1,0,0,0,1.0,Vaccination status unclear,105fd5ad7
medium,1,1,1,0,1.0,Color and breed do not match description,8f13a2d89
medium,1,0,0,0,1.0,Age not mentioned in tabular data,9697ebf42
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,869c8208d
high,1,0,1,0,1.0,No inconsistencies found.,e08649ba2
high,1,0,0,0,1.0,,5de1d0c34
medium,1,0,0,0,1.0,Pet' s age and deworming status not mentioned in description.,e9feaab54
medium,1,0,0,0,1.0,Age not specified in tabular data,5e951b28f
medium,1,0,1,0,1.0,Pet not sterilized yet,ae16e308d
high,0,1,1,1,0.0,,bbf029a0a
medium,1,0,0,1,1.0,"Vaccination, deworming, and sterilization status unclear",6efbd2584
high,1,0,0,0,1.0,,4bcc7910d
high,1,0,0,0,1.0,,270bd311c
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,ad491b969
medium,1,1,1,0,1.0,Vaccination and deworming status not mentioned in description,ad2423b1f
high,1,1,1,0,1.0,,799ea79a2
medium,1,1,1,0,1.0,Color and breed do not match description,14f54fdb9
high,1,0,0,0,1.0,"Color mismatch: Description says apricot, data shows cream.",3085ca2c6
high,1,1,1,0,1.0,,f6ad159f1
high,1,1,1,0,1.0,No inconsistencies found.,32141c266
medium,1,0,0,0,1.0,Pet is not sterilized,5b73a7ea8
high,1,0,1,0,1.0,Age in description is 6 weeks but structured data shows 2 months.,a878a916e
medium,1,0,0,0,1.0,Age discrepancy between description and data,b988d6443
high,1,1,1,0,1.0,,c3b05e0f0
medium,1,0,0,0,1.0,Pet not sterilized yet,d9303d3bc
high,1,1,1,0,1.0,,76d876216
medium,1,0,0,0,1.0,No vaccination or deworming data provided,f66047cfa
high,1,1,1,0,1.0,,624fadbd4
high,1,0,0,0,1.0,,16349e686
medium,1,0,0,0,1.0,Vaccination status unclear,977cfb864
high,1,0,0,0,1.0,,a94208b35
high,1,0,0,0,1.0,,c66def50c
high,1,1,1,0,1.0,No inconsistencies found.,3bfb759ce
high,1,1,1,0,1.0,,ccccfeabe
medium,1,1,0,1,1.0,"T-Rex is described as a giant but gentle dog, which contradicts the provided data of being a Bullmastiff.",88c193102
medium,1,0,0,1,1.0,Age and maturity size not mentioned in description,6967987d5
medium,1,0,0,0,1.0,No deworming or vaccination mentioned in description,c39c602a7
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,d3486b178
high,0,1,1,0,1.0,,ddc628647
medium,1,0,0,0,1.0,Age not mentioned in tabular data,765da0e39
high,1,1,1,0,1.0,No inconsistencies found.,9278f7216
high,1,0,0,0,1.0,,b8bc0c25c
high,1,1,1,0,1.0,,5a2a433c2
low,1,0,0,0,1.0,Age and breed do not match description,55c23ed2e
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,2027f2dfd
high,1,1,1,0,1.0,,11ac3640c
medium,1,0,0,0,1.0,Age and health details not provided in description,e77941c00
medium,1,0,0,0,1.0,Abby not sterilized or dewormed,166650836
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,3e26edfa8
high,1,1,1,0,1.0,,c8e941dbd
high,1,0,0,0,1.0,,7beccedcb
high,1,0,0,0,1.0,Age discrepancy with structured data,99ba6513a
high,1,0,0,0,1.0,,4fc9dee58
medium,1,1,0,0,1.0,Age mismatch,1fba9cbc9
medium,1,0,0,1,1.0,Primary breed not specified in tabular data,d5bf5adaa
high,1,1,1,0,1.0,No inconsistencies found.,8f42303f4
high,1,0,0,0,1.0,No inconsistencies found.,cdf03dc31
medium,1,0,0,0,1.0,No vaccination or deworming information provided,5c60d114f
high,1,0,0,0,1.0,,71b0f7f97
low,1,0,0,0,1.0,Male cat described as female in profile,092b4242a
medium,1,0,0,0,1.0,Color and fur length do not match in description.,062de1f53
high,1,0,0,0,1.0,,1a0499255
medium,1,0,0,0,1.0,Color and breed do not match description,2302acf06
medium,1,0,0,0,1.0,Pet is not sterilized as per description.,52c904832
high,1,1,1,0,1.0,No inconsistencies found.,81d82bda3
high,1,0,0,0,1.0,,21f945788
medium,1,0,0,0,1.0,"Age discrepancy, no mention of children' s friendliness",b66569990
high,1,0,0,0,1.0,No inconsistencies found,59a320894
high,1,0,0,0,1.0,No inconsistencies found.,818d4a56e
high,1,1,1,0,1.0,,bc8aedde4
medium,1,0,0,1,1.0,Health status differs between description and data,a5f82d04e
medium,1,0,0,0,1.0,Pet profile mentions puppies but structured data shows a 2-month-old dog.,86fe4ed68
medium,1,0,0,0,1.0,Color and breed information mismatch,fb9ae7d12
high,1,0,0,0,1.0,,e128e9022
high,1,0,0,0,1.0,,79c15bb50
medium,1,0,1,0,1.0,Sterilization status unclear,596d784b2
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,6661d0fff
medium,1,0,1,0,1.0,Color mismatch between description and data,222a3f408
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,bde1336b6
high,1,1,1,0,1.0,No inconsistencies found.,faa62a75b
high,1,0,1,0,1.0,,711bebb99
high,1,0,0,0,1.0,No inconsistencies found.,21847129b
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,1de8d0099
medium,1,0,0,0,1.0,Milo' s maturity size indicates he may need more space than described.,5a430bd08
high,1,1,1,0,1.0,,09f31b13e
medium,1,0,1,0,1.0,Age and weight inconsistency,3ded98af9
low,1,0,0,0,1.0,Owner' s update not in structured data,9137fd90c
high,1,1,1,0,1.0,,1ce681aa7
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,ca8aec089
high,1,1,1,0,1.0,No inconsistencies found.,a977f3331
medium,1,1,1,0,1.0,Pet is not sterilized as per description.,9aac5500a
high,1,1,1,0,1.0,,714e287c7
high,1,0,0,0,1.0,No vaccination or deworming data provided.,5183f369d
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,0f506dd65
medium,1,1,1,0,1.0,Pet not sterilized,672bc370b
high,1,1,1,0,1.0,None found,655cbd9ad
low,0,0,0,1,1.0,Snake given as pet type,562b8da1d
high,1,1,1,0,1.0,,2ebb5aa64
high,1,0,0,1,1.0,,f205b0649
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,aff5fa8b4
high,1,1,1,0,1.0,,debec416c
high,1,1,1,0,1.0,No inconsistencies found.,9d66ac1e7
medium,1,0,0,0,1.0,Weight estimation inconsistency,5fed61438
high,0,0,0,1,0.0,No inconsistencies found.,dc94a986f
high,1,0,1,1,1.0,,906083f6c
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,b16cb3f1e
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,98aec0679
high,1,0,0,0,1.0,,a460a6274
low,1,0,0,0,1.0,Gender mismatch between description and data,861af7cd5
medium,1,0,0,0,1.0,Vaccination status unclear,65180c32a
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,dd015cd22
high,1,1,1,0,1.0,,708ce5f42
medium,1,0,0,0,1.0,Sterilization status unclear,2d79d25fa
medium,1,0,0,0,1.0,Health status not mentioned in description,3ff4a6c99
medium,1,0,0,0,1.0,Age and vaccination status inconsistency,11cc5a797
high,1,1,1,0,1.0,,0a0862717
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,476dc0901
high,1,0,0,0,1.0,,16d94bbb1
medium,1,0,0,0,1.0,No information on kitty' s behavior or health provided in description.,8377bfe97
high,1,0,0,0,1.0,,1e7ada2f7
high,1,1,1,0,1.0,,018188075
high,1,1,1,0,1.0,No inconsistencies found.,bb48e2353
high,1,1,1,0,1.0,,7ae269152
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,6ed73fc84
high,1,0,0,0,1.0,,0aebdcbc4
high,1,0,1,0,1.0,,ba7ade913
high,1,1,0,0,1.0,,e0e392bfb
high,1,1,1,1,0.0,,5943167f1
high,1,0,0,0,1.0,,b26aecb5a
high,1,1,1,0,1.0,,a662f1d7e
medium,1,0,0,0,1.0,Age not mentioned in description,a1d05e431
medium,1,0,0,0,1.0,Pet' s health status not mentioned in description.,97916de84
high,1,0,1,0,1.0,,d1f444e66
high,1,1,1,0,1.0,None,833408fc5
medium,1,0,0,0,1.0,Sterilized status not mentioned in description,14e788800
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,7028931ed
high,0,0,1,1,1.0,No inconsistencies found.,4bd7346d6
medium,1,0,0,0,1.0,Pet' s young age and lack of vaccination/deworming mentioned in description but not in tabular data.,acd81a109
high,1,1,1,0,1.0,No inconsistencies found.,cc607ef5c
high,1,1,1,0,1.0,,f53b95c90
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,f29cacb97
high,1,1,1,0,1.0,,09417404f
medium,1,0,1,0,1.0,Vaccination and deworming status not mentioned in description,c3106dcd5
medium,1,0,0,0,1.0,Sterilization status unclear,b549fd8be
high,1,0,0,0,1.0,,e5cecf5df
medium,1,1,1,0,1.0,Primary breed listed as Pomeranian but secondary breed is nan,d56fbda82
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,74517d04f
high,1,1,1,0,1.0,,80b137b2a
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,b6450abed
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,6607c6e22
medium,1,0,0,1,1.0,Pet not sterilized as per description,7ada9a854
medium,1,0,0,0,1.0,Age in description is unclear,172555cfd
medium,1,0,0,0,1.0,Pet not sterilized yet; adoption commitment mentioned.,978526235
high,1,0,0,1,1.0,,a42c62fc0
high,0,0,0,1,0.0,No inconsistencies found.,9e7aa5866
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,078a26f06
high,1,1,1,0,1.0,No inconsistencies found.,bbe1d6739
medium,1,0,0,0,1.0,No vaccination or deworming data provided,91f0cb0a9
medium,1,0,0,0,1.0,Owner' s death mentioned but not in structured data,29d36f5b3
high,1,0,0,0,1.0,Sterilized status not mentioned in description.,5118055f4
high,1,1,1,0,1.0,,afb45dfc6
medium,1,0,0,0,1.0,Age not mentioned in structured data,791c8a511
medium,1,1,1,0,1.0,Described as not suited for long alone time but sterilized status missing,9cfe96818
medium,1,0,0,0,1.0,Pet not sterilized,4cc8c07d5
medium,1,1,1,0,1.0,Sterilization status unclear,bb19c3013
high,1,1,1,0,1.0,,2f43fb067
medium,1,1,1,0,1.0,Vaccination and deworming status not mentioned in description,8100c2485
high,1,0,0,0,1.0,,990eec1b0
medium,1,0,0,0,1.0,No vaccination or deworming information provided,9514ed3eb
high,1,1,1,0,1.0,None,0b2e2526c
medium,1,0,0,0,1.0,Secondary breed data missing,cfebb0955
high,1,0,1,0,1.0,No inconsistencies found.,634aa14a6
medium,1,0,0,0,1.0,Pet is not vaccinated as per profile.,7cd55a3dc
medium,1,1,1,0,1.0,Pet' s health status not mentioned in description,f95b27325
medium,1,0,0,0,1.0,"Description mentions fostering multiple animals, not in structured data.",37965a7c3
medium,1,0,0,0,1.0,Age discrepancy with structured data,143027239
medium,1,0,0,1,1.0,Vaccination status not mentioned in description,3b95539f0
high,1,1,1,0,1.0,No specific inconsistencies found,df25863ad
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,1fb9fdf7f
low,1,0,0,0,1.0,No vaccination or deworming records provided,c2d6ff297
high,0,0,0,1,1.0,None,442ab63f2
medium,1,0,0,0,1.0,Vaccination status unclear,770f24682
high,1,1,1,0,1.0,No direct inconsistency found.,d56096e79
medium,1,0,0,0,1.0,Mother not sterilized,5152dbfe1
medium,1,0,0,0,1.0,Color and breed do not match description,e11190906
high,1,0,1,1,0.0,No inconsistencies found.,791254d12
medium,1,0,0,0,1.0,Puppies described as active and energetic; no information on children' s friendliness or other pets.,1bec8eb5e
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,1772727a1
medium,1,0,0,0,1.0,Vaccination status unclear,648340d89
medium,1,0,0,0,1.0,No secondary breed listed,dffb9869f
medium,1,1,0,0,1.0,Prefers indoor due to past negative outdoor experience,65e386742
high,1,0,0,0,1.0,None,ffb3a78e1
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,4ec25bc3b
high,1,0,1,1,1.0,Age discrepancy with provided description,230e1df8f
high,1,1,1,0,1.0,No inconsistencies found.,458adc77a
medium,1,0,1,0,1.0,Age and health details not provided in structured data,b525ee190
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,4c2f127c7
low,1,0,0,0,1.0,Age and breed not mentioned in structured data,b79df3351
high,0,0,1,0,1.0,No inconsistencies found.,00904fc2c
high,1,0,1,0,1.0,No inconsistencies found.,bddf43d72
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,3cc43a157
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,a5c1c54fe
high,1,0,0,0,1.0,No inconsistencies found.,3816b16b4
medium,1,0,0,0,1.0,Mixed gender mentioned in description but structured data shows only female puppies,578880eb3
medium,1,1,1,0,1.0,Pet not vaccinated or sterilized,8a72708bc
high,1,1,1,0,1.0,,c8d2ed523
high,1,1,1,0,1.0,,894d76b65
medium,1,0,0,0,1.0,Color mismatch in description and data,cc14a0fb9
medium,1,1,1,0,1.0,Outdoor living and energetic behavior not mentioned in structured data,aec88207f
high,1,0,0,0,1.0,,5146f799b
high,1,0,0,0,1.0,,49006b8c3
high,1,1,1,0,1.0,,1a7ec71e7
high,1,0,0,0,1.0,,f7473aaec
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed,d7cefb8e9
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,e60195d5c
high,1,1,1,0,1.0,,cbd0bf6b1
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,55553842f
medium,1,1,1,0,1.0,Description mentions multiple dogs while data shows only one dog.,c222a4955
high,1,1,1,0,0.0,No inconsistencies found.,51020fbd4
medium,1,0,0,0,1.0,Color mismatch between description and data,61bf517f2
high,1,0,1,0,1.0,,1fab6916e
high,1,0,0,0,1.0,,a93ff4e92
medium,1,1,1,0,1.0,Vaccination status unclear,5a3c85e3c
high,1,0,1,0,1.0,No inconsistencies found.,d5c4ef4c0
medium,1,1,1,0,1.0,Vaccination status inconsistent with structured data,e3a29829f
high,1,1,1,0,1.0,,1833aa7d6
medium,1,0,0,0,1.0,Description suggests stray status; data shows vaccination and deworming.,2608428d8
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,5bf02a5f8
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,08428917f
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,31049dc2e
high,1,1,1,0,1.0,,0118db3a8
high,1,0,0,0,1.0,No inconsistencies found.,1530366d2
medium,1,0,0,1,1.0,Vaccination status not mentioned in description,b8d35b6c3
medium,1,0,0,0,1.0,Tiger stripes not mentioned in tabular data,c58018973
medium,1,1,1,0,1.0,Vaccination status unclear in tabular data,e7d9a3d7e
high,1,1,1,0,1.0,,ca39efaf2
high,0,1,1,0,1.0,None,52ff28c14
high,1,1,1,0,1.0,No inconsistencies found.,75f3c2e36
medium,1,0,0,0,1.0,Health status unclear in description,0eb101936
high,1,0,0,0,1.0,No inconsistencies found.,95e9ad1b2
medium,1,0,0,0,1.0,No specific inconsistency with tabular data provided,dfb8034b5
high,1,0,0,0,1.0,,33bfeb403
high,1,1,1,0,1.0,,4a0adfdd0
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,30846007c
high,1,0,0,1,1.0,,6740be5a3
high,1,1,1,0,1.0,,7d25e2e3b
high,1,0,1,0,1.0,No inconsistencies found.,3e101e353
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,8468db069
high,1,1,1,0,1.0,,6cb5e1b06
high,1,0,0,0,1.0,,a4ebfdf22
medium,1,1,0,0,1.0,adoption due to size increase and lack of vaccination/deworming,11c6fd29a
high,1,0,0,1,1.0,No inconsistencies found.,3c6329c92
medium,1,1,1,0,1.0,Color mismatch between description and data,1b4224c51
high,1,1,1,0,1.0,,9430d84c5
high,1,0,0,0,1.0,,f7a7fc91f
medium,1,1,1,0,1.0,Male cat described as female,016dcf8d4
high,1,0,0,0,1.0,,a68361fdb
high,1,0,1,0,1.0,,c4c4a926f
high,1,1,0,0,1.0,,ee3b21a9a
high,1,0,0,0,1.0,,edb8ace3a
high,1,1,1,0,1.0,,1c4f5efa8
high,1,1,1,0,1.0,,7b858c084
high,1,0,0,0,1.0,Vaccination status not mentioned in structured data.,ade6b8efc
medium,1,1,1,0,1.0,Yoda not sterilized as per data,a2e529567
high,1,1,1,0,1.0,,c68815d52
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed.,2c8e65887
medium,1,0,1,0,1.0,Vaccination status not mentioned in structured data,fcdf8c8ff
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,0bcb2c2b5
medium,1,0,0,0,1.0,Pet' s current living conditions and potential aggression towards other dogs not mentioned in tabular data.,953416879
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,3b4bb9973
high,1,1,1,0,1.0,,0e6f26f19
medium,1,0,0,0,1.0,Vaccination status not mentioned in tabular data,91e8e97b1
high,1,0,0,0,1.0,,8e938a436
high,1,0,1,0,1.0,No inconsistencies found.,11ce5617d
medium,1,1,0,0,1.0,Bear not sterilized as per tabular data,5dd7c4c06
medium,1,0,0,0,1.0,No vaccination or sterilization data provided,b7856db41
high,1,1,1,0,1.0,,5f4f3347f
high,1,0,0,0,1.0,,338ccb571
medium,1,0,0,0,1.0,Pet is not sterilized,a67c850b3
medium,1,0,1,0,1.0,Vaccination and sterilization status not mentioned in description,0d34bfde7
high,1,1,1,0,1.0,No inconsistencies found.,7b6ffc0a1
medium,1,0,0,0,1.0,No vaccination or deworming information provided,89d80665a
medium,1,0,0,0,1.0,No vaccination or sterilization data provided,878214747
high,1,0,0,0,1.0,,f31b6eda3
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,6c909e8d0
medium,1,0,1,0,1.0,Primary breed Russian Blue not mentioned in description,c29059110
high,1,0,0,0,1.0,,8ff8aefca
medium,1,0,0,0,1.0,Color and breed do not match description,9d876d83a
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,fe8bac73c
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,5df99d229
medium,1,0,0,0,1.0,Primary breed not mentioned in structured data,c74126469
high,1,1,1,0,1.0,,6c3b8c99c
medium,1,0,0,0,1.0,"Vaccination, deworming, and sterilization status unclear",f7fc28014
medium,0,0,0,1,0.0,Description mentions a pair of cats but structured data only shows one cat.,45e8bd99a
high,1,0,0,0,1.0,,9a21528ec
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,306989556
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,8a6ba0a40
high,1,1,1,0,1.0,,61bedc57d
high,1,0,0,1,1.0,,5dca19c12
medium,1,0,0,0,1.0,No vaccination or deworming information provided in description,2faee359e
medium,1,1,1,0,1.0,Mother not neutered,fd820a71a
medium,1,0,0,0,1.0,Mother dog sterilization not mentioned in description,b4ba15dbc
high,1,0,0,0,1.0,,4c6dc89df
high,1,1,1,0,1.0,,fe7bad7d4
low,1,0,0,0,1.0,Color mismatch in description and data,760d9a4f3
high,1,0,0,1,1.0,,bdf4a9ed9
high,1,0,0,0,1.0,,277e3979a
medium,1,0,0,0,1.0,Pet not sterilized or vaccinated,ed9948860
high,1,1,1,0,1.0,,27e318160
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,3af14a63c
high,1,0,0,0,1.0,,60fa6acbe
medium,1,0,0,0,1.0,Health status not mentioned in description,68a6c1a24
medium,1,0,1,0,1.0,Vaccination status not mentioned in description,95b24de4a
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,393d6bda1
medium,1,0,0,0,1.0,Color mismatch in description and data,9ac089108
medium,1,0,0,0,1.0,Age stated as 2 months; pet described as 'playful'.,4e774a9c7
medium,1,0,0,1,1.0,Primary breed listed as Mixed Breed but description mentions Spitz secondary breed,e89692f96
medium,1,1,1,0,1.0,Scoobert is not sterilized as per the profile.,727d25d09
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,04b073592
high,1,1,1,0,1.0,,eb9b9400e
high,1,0,0,0,1.0,,1e1e7c4ec
high,1,1,1,0,1.0,,9500cfff0
high,1,1,1,0,1.0,,2bbca459e
high,1,1,0,1,1.0,None,a9e753cc1
medium,1,0,0,0,1.0,Vaccination status unclear,fe18635ce
medium,1,1,1,0,1.0,Pet is not vaccinated or dewormed.,90365353e
medium,1,0,0,0,1.0,Age and health information not provided in description.,2f18b4092
high,1,1,1,0,1.0,,6309f250d
high,1,1,1,0,1.0,,6f1580039
high,1,0,0,0,1.0,No inconsistencies found.,5ecdd04af
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,09af85878
high,0,1,1,1,0.0,No inconsistencies found.,1dd6be0bc
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,9466aa6bc
high,1,1,1,0,1.0,,8d50d37f8
high,1,0,0,1,1.0,,54c5d6442
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,c20aa0352
medium,1,0,0,0,1.0,Puppies not sterilized,2b82af067
medium,1,0,0,0,1.0,Pet not sterilized yet as per data,16ff0c687
medium,1,0,0,0,1.0,Secondary breed not provided in tabular data,3c2a1ed3b
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,e5b7f6fbe
high,1,1,1,0,1.0,,be5595abb
medium,1,0,0,0,1.0,Primary breed listed as Rottweiler but secondary breed is Mixed Breed,ae4ab31ec
medium,1,0,0,0,1.0,Color mismatch in description and data,052160ae6
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,5ada2f8b6
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,40b31be60
high,1,1,0,0,1.0,,230d5d85c
high,1,1,1,0,1.0,,f4fb11803
medium,0,0,0,1,0.0,Age not mentioned in tabular data.,a8271c7e3
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,920a30b27
high,1,1,1,0,1.0,,783a33f4c
medium,1,0,0,1,0.0,Secondary breed and fur length not provided,0e107c82f
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,5730742ae
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,e827bee5e
medium,1,0,0,0,1.0,"Vaccination, deworming, and sterilization status unclear",a22daaa5f
high,1,0,0,0,1.0,,7adf54516
high,1,0,0,0,1.0,,c301eddcb
medium,1,0,0,1,0.0,Vaccination status not mentioned in structured data,20bf4bf39
medium,1,0,0,0,1.0,Health status not mentioned in description,acb0b26ff
high,1,0,0,0,1.0,,95183dc31
medium,1,0,0,0,1.0,Pet not vaccinated or sterilized as per description,2ecaaae2d
high,1,0,0,0,1.0,Vaccination and deworming status not provided,6eedb995d
high,1,1,0,1,1.0,,eceb03b88
medium,1,0,0,0,1.0,No vaccination or deworming information provided,f6725c11b
high,1,0,0,0,1.0,,b92781dca
high,0,0,0,1,1.0,No inconsistencies found.,f514f45f3
high,1,1,1,0,1.0,None,94a0eb345
high,1,0,0,1,1.0,,45dba413a
high,1,1,1,0,1.0,,f5e329595
high,1,1,1,0,1.0,,2a73c2356
medium,1,0,0,0,1.0,Pet is not sterilized,82db604c8
medium,1,0,0,0,1.0,No adoption mentioned in data,e778cd78b
high,1,1,1,0,1.0,,2f8471836
low,1,0,0,0,1.0,Primary breed listed as Pug,ee8ddae7b
high,1,0,0,0,1.0,No specific inconsistency found,78929e879
high,1,1,1,0,1.0,No inconsistencies found.,08d17d82a
medium,0,0,0,1,1.0,"Age discrepancy: description suggests 3 weeks old, data shows 1 month",42d94df4c
high,0,1,1,1,0.0,,f8b6a9eda
medium,1,0,0,0,1.0,Unclear gender and breed information,cb0e74ef1
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,e3935c62d
medium,1,1,1,0,1.0,Vaccination and deworming status unclear,3e0d923df
high,1,0,0,0,1.0,,f0063c5b6
high,1,0,0,0,1.0,,7b5012939
medium,1,0,0,0,1.0,No vaccination or deworming records,0b4ac75e9
high,1,0,0,0,1.0,,8c7064ed1
high,1,1,1,0,1.0,Vaccination status not mentioned in structured data.,b0855d1dd
